productnr,category,prompt
4444,Kettles,"A high-quality picture of a brown kettles made from silk, displayed in a studio setting"
4445,Laundry baskets,"A high-quality picture of a orange laundry baskets made from ceramic, displayed in natural lighting"
4446,Cutting boards,"A high-quality picture of a gray cutting boards made from leather, displayed against a pastel background"
4447,Backpacks,"A high-quality picture of a green backpacks made from leather, displayed in a modern living room"
4448,Backpacks,"A high-quality picture of a orange backpacks made from cotton, displayed in a studio setting"
4449,Water bottles,"A high-quality picture of a pink water bottles made from metal, displayed outdoors"
4450,Coffee machines,"A high-quality picture of a pink coffee machines made from ceramic, displayed in a modern living room"
4451,Sunglasses,"A high-quality picture of a silver sunglasses made from glass, displayed on a wooden surface"
4452,Laundry baskets,"A high-quality picture of a purple laundry baskets made from silk, displayed in a studio setting"
4453,Office chairs,"A high-quality picture of a green office chairs made from plastic, displayed on a marble table"
4454,Microwaves,"A high-quality picture of a green microwaves made from metal, displayed in natural lighting"
4455,Cutting boards,"A high-quality picture of a green cutting boards made from ceramic, displayed on a marble table"
4456,Socks,"A high-quality picture of a gray socks made from metal, displayed outdoors"
4457,Belts,"A high-quality picture of a navy belts made from glass, displayed against a pastel background"
4458,Alarm clocks,"A high-quality picture of a blue alarm clocks made from silk, displayed outdoors"
4459,Pillows,"A high-quality picture of a blue pillows made from metal, displayed on a marble table"
4460,Razors,"A high-quality picture of a gold razors made from glass, displayed against a pastel background"
4461,Coffee tables,"A high-quality picture of a pink coffee tables made from cotton, displayed in a modern living room"
4462,Hairdryers,"A high-quality picture of a silver hairdryers made from stainless steel, displayed in natural lighting"
4463,Microwaves,"A high-quality picture of a white microwaves made from cotton, displayed in natural lighting"
4464,Kitchen knives,"A high-quality picture of a white kitchen knives made from metal, displayed in natural lighting"
4465,Bathrobes,"A high-quality picture of a white bathrobes made from silk, displayed on a wooden surface"
4466,Smartwatches,"A high-quality picture of a silver smartwatches made from plastic, displayed outdoors"
4467,Razors,"A high-quality picture of a navy razors made from plastic, displayed in a studio setting"
4468,Beds,"A high-quality picture of a silver beds made from cotton, displayed on a wooden surface"
4469,Microwaves,"A high-quality picture of a green microwaves made from stainless steel, displayed on a wooden surface"
4470,Curtains,"A high-quality picture of a navy curtains made from cotton, displayed in natural lighting"
4471,Toasters,"A high-quality picture of a yellow toasters made from glass, displayed on a wooden surface"
4472,Refrigerators,"A high-quality picture of a blue refrigerators made from glass, displayed outdoors"
4473,Coffee tables,"A high-quality picture of a blue coffee tables made from metal, displayed against a pastel background"
4474,Dinner plates,"A high-quality picture of a black dinner plates made from glass, displayed in a modern living room"
4475,Shoes,"A high-quality picture of a red shoes made from stainless steel, displayed on a white background"
4476,Shoes,"A high-quality picture of a navy shoes made from cotton, displayed in natural lighting"
4477,Kettles,"A high-quality picture of a orange kettles made from glass, displayed in natural lighting"
4478,Watches,"A high-quality picture of a gold watches made from metal, displayed in natural lighting"
4479,Desks,"A high-quality picture of a purple desks made from leather, displayed in natural lighting"
4480,Sunglasses,"A high-quality picture of a purple sunglasses made from plastic, displayed against a pastel background"
4481,Toothbrushes,"A high-quality picture of a green toothbrushes made from leather, displayed on a white background"
4482,Razors,"A high-quality picture of a brown razors made from plastic, displayed in natural lighting"
4483,Cutting boards,"A high-quality picture of a orange cutting boards made from silk, displayed in a studio setting"
4484,Bookshelves,"A high-quality picture of a purple bookshelves made from glass, displayed on a white background"
4485,Earphones,"A high-quality picture of a white earphones made from plastic, displayed in natural lighting"
4486,Bathrobes,"A high-quality picture of a gray bathrobes made from cotton, displayed in a studio setting"
4487,Lamps,"A high-quality picture of a red lamps made from metal, displayed on a marble table"
4488,Rugs,"A high-quality picture of a orange rugs made from plastic, displayed on a wooden surface"
4489,Socks,"A high-quality picture of a gray socks made from ceramic, displayed on a marble table"
4490,Jackets,"A high-quality picture of a green jackets made from metal, displayed on a wooden surface"
4491,Toothbrushes,"A high-quality picture of a purple toothbrushes made from ceramic, displayed outdoors"
4492,Bathrobes,"A high-quality picture of a blue bathrobes made from silk, displayed on a wooden surface"
4493,Towels,"A high-quality picture of a brown towels made from ceramic, displayed in a studio setting"
4494,Sofas,"A high-quality picture of a yellow sofas made from glass, displayed on a wooden surface"
4495,Hairdryers,"A high-quality picture of a navy hairdryers made from leather, displayed on a marble table"
4496,Slippers,"A high-quality picture of a green slippers made from stainless steel, displayed on a wooden surface"
4497,Towels,"A high-quality picture of a silver towels made from ceramic, displayed in a modern living room"
4498,Paintings,"A high-quality picture of a gold paintings made from plastic, displayed outdoors"
4499,Handbags,"A high-quality picture of a silver handbags made from plastic, displayed against a pastel background"
4500,Slippers,"A high-quality picture of a red slippers made from cotton, displayed on a marble table"
4501,Handbags,"A high-quality picture of a green handbags made from glass, displayed outdoors"
4502,Hats,"A high-quality picture of a brown hats made from stainless steel, displayed in natural lighting"
4503,Scarves,"A high-quality picture of a yellow scarves made from ceramic, displayed in natural lighting"
4504,Hairdryers,"A high-quality picture of a gray hairdryers made from wooden, displayed in a modern living room"
4505,Toasters,"A high-quality picture of a green toasters made from silk, displayed in a modern living room"
4506,Dinner plates,"A high-quality picture of a black dinner plates made from leather, displayed in natural lighting"
4507,Desks,"A high-quality picture of a brown desks made from metal, displayed on a wooden surface"
4508,Slippers,"A high-quality picture of a pink slippers made from wooden, displayed in natural lighting"
4509,Microwaves,"A high-quality picture of a pink microwaves made from cotton, displayed in natural lighting"
4510,Alarm clocks,"A high-quality picture of a silver alarm clocks made from wooden, displayed in a modern living room"
4511,Toothbrushes,"A high-quality picture of a green toothbrushes made from cotton, displayed on a wooden surface"
4512,Toasters,"A high-quality picture of a orange toasters made from cotton, displayed outdoors"
